"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","PRT","Portugal","2009","2009",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","PRT","Portugal","2010","2010",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","PRT","Portugal","2011","2011",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","PRT","Portugal","2012","2012",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","PRT","Portugal","2013","2013",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","PRT","Portugal","2014","2014",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","PRT","Portugal","2015","2015",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","PRT","Portugal","2016","2016",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","PRT","Portugal","2017","2017",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2000","2000",1.5,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2001","2001",1.4,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2002","2002",1.3,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2003","2003",1.2,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2004","2004",1.2,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2005","2005",1.2,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2006","2006",1.2,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2007","2007",1.2,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2008","2008",1.2,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2009","2009",1.1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2010","2010",1.1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2011","2011",1.1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2012","2012",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2013","2013",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2014","2014",1.2,"B","Break"
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2015","2015",1.2,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2016","2016",1.2,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVK","Slovak Republic","2017","2017",1.2,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ESP","Spain","2010","2010",0.7,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ESP","Spain","2011","2011",0.7,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ESP","Spain","2012","2012",0.7,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ESP","Spain","2013","2013",0.7,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ESP","Spain","2014","2014",0.7,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ESP","Spain","2015","2015",0.7,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ESP","Spain","2016","2016",0.7,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ESP","Spain","2017","2017",0.7,"P","Provisional value"
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","CHE","Switzerland","2010","2010",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","CHE","Switzerland","2011","2011",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","CHE","Switzerland","2012","2012",0.9,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","CHE","Switzerland","2013","2013",0.9,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","CHE","Switzerland","2014","2014",0.9,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","CHE","Switzerland","2015","2015",0.9,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","CHE","Switzerland","2016","2016",0.9,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","CHE","Switzerland","2017","2017",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2000","2000",0.4,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2001","2001",0.4,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2002","2002",0.5,"B","Break"
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2003","2003",0.5,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2004","2004",0.5,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2005","2005",0.5,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2006","2006",0.6,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2007","2007",0.5,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2008","2008",0.6,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2009","2009",0.6,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2010","2010",0.6,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2011","2011",0.6,"B","Break"
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2012","2012",0.6,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2013","2013",0.6,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2014","2014",0.7,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2015","2015",0.7,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2016","2016",0.7,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","TUR","Turkey","2017","2017",0.7,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","GBR","United Kingdom","2017","2017",0.7,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2003","2003",1.1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2004","2004",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2005","2005",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2006","2006",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2007","2007",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2008","2008",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2009","2009",0.9,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2010","2010",0.9,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2011","2011",0.9,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2012","2012",0.9,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2013","2013",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2014","2014",0.9,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2015","2015",0.9,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2016","2016",0.9,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","EST","Estonia","2017","2017",0.9,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2000","2000",1.5,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2001","2001",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2002","2002",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2003","2003",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2004","2004",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2005","2005",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2006","2006",1.2,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2007","2007",1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2008","2008",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2009","2009",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2010","2010",0.9,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2011","2011",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2012","2012",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2013","2013",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2014","2014",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2015","2015",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2016","2016",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","ISR","Israel","2017","2017",0.8,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVN","Slovenia","2011","2011",1.1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVN","Slovenia","2012","2012",1.1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVN","Slovenia","2013","2013",1.1,"B","Break"
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVN","Slovenia","2014","2014",1.1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVN","Slovenia","2015","2015",1.1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVN","Slovenia","2016","2016",1.1,,
"HUTIJOCS","Curative care bed-days","NBPHABNB","Number per capita","SVN","Slovenia","2017","2017",1.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2000","2000",74.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2001","2001",75.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2002","2002",75.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2003","2003",76.6,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2004","2004",79.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2005","2005",77.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2006","2006",78,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2007","2007",77.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2008","2008",78.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2009","2009",77.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2010","2010",77,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2011","2011",76.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2012","2012",75.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2013","2013",75.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2014","2014",75,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2015","2015",74.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2016","2016",74.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","AUT","Austria","2017","2017",73.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2000","2000",81,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2001","2001",81.8,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2002","2002",82,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2003","2003",81.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2004","2004",80.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2005","2005",81.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2006","2006",81.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2007","2007",81.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2008","2008",81.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2009","2009",81.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2010","2010",80.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2011","2011",80.5,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2012","2012",81.1,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2013","2013",80.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2014","2014",80.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2015","2015",80.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2016","2016",81.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","BEL","Belgium","2017","2017",81.8,"E","Estimated value"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2000","2000",91.2,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2001","2001",89.7,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2002","2002",89.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2003","2003",90.3,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2004","2004",91,"E; B","Estimated value; Break"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2005","2005",90,"E","Estimated value"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2006","2006",88.7,"E; B","Estimated value; Break"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2007","2007",88.3,"E","Estimated value"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2008","2008",89.1,"E","Estimated value"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2009","2009",90.1,"E","Estimated value"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2010","2010",88.7,"E","Estimated value"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2011","2011",91,"E","Estimated value"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2012","2012",91.1,"E","Estimated value"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2013","2013",91.2,"E","Estimated value"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2014","2014",91.3,"E","Estimated value"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2015","2015",91.6,"E","Estimated value"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2016","2016",91.8,"E","Estimated value"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CAN","Canada","2017","2017",91.6,"E","Estimated value"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CZE","Czech Republic","2000","2000",73.9,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CZE","Czech Republic","2005","2005",78.4,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CZE","Czech Republic","2007","2007",73.3,"B","Break"
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CZE","Czech Republic","2008","2008",71,,
"HUTIOCST","Curative care occupancy rate","TXOCCUTX","% of available beds","CZE","Czech Republic","2009","2009",70.7,,
